{'BM': 19605698.077646073, 'ijk': (6, '-', 22, '-', 3)}
{'BM': -6179188.630287052, 'ijk': (5, '-', 10, '-', 9)}
{'BM': -6179500.518690254, 'ijk': (4, '-', 12, '-', 27)}
{'BM': -6179597.759739797, 'ijk': (11, '-', 27, '-', 8)}
{'BM': -6182222.5559606, 'ijk': (10, '-', 27, '-', 17)}
{'BM': -6187308.727302062, 'ijk': (2, '-', 16, '-', 24)}
{'BM': -6203622.011327241, 'ijk': (2, '-', 18, '-', 24)}
{'BM': -6213519.350202548, 'ijk': (6, '-', 12, '-', 1)}
{'BM': -6214748.760694949, 'ijk': (9, '-', 27, '-', 26)}
{'BM': -6223623.8188435305, 'ijk': (2, '-', 21, '-', 24)}
{'BM': -6224078.583538265, 'ijk': (2, '-', 24, '-', 24)}
{'BM': -6237109.782314883, 'ijk': (9, '-', 17, '-', 2)}
{'BM': -6238912.824682677, 'ijk': (2, '-', 28, '-', 24)}
{'BM': -6241710.270126543, 'ijk': (4, '-', 11, '-', 23)}
{'BM': -6243668.739660428, 'ijk': (2, '-', 23, '-', 24)}
{'BM': -6245733.393513633, 'ijk': (9, '-', 29, '-', 29)}
{'BM': -6246284.346480486, 'ijk': (2, '-', 20, '-', 24)}
{'BM': -6247262.374143113, 'ijk': (8, '-', 20, '-', 26)}
{'BM': -6257814.971663848, 'ijk': (10, '-', 24, '-', 13)}
{'BM': -6262823.038284639, 'ijk': (11, '-', 24, '-', 4)}
{'BM': -6275568.170671125, 'ijk': (6, '-', 16, '-', 27)}
{'BM': -6278999.801023708, 'ijk': (2, '-', 22, '-', 24)}
{'BM': -6283250.730893802, 'ijk': (1, '-', 5, '-', 17)}
{'BM': -6289176.240506126, 'ijk': (7, '-', 17, '-', 23)}
{'BM': -6291088.570533064, 'ijk': (9, '-', 18, '-', 9)}
{'BM': -6292132.591785928, 'ijk': (1, '-', 4, '-', 17)}
{'BM': -6298070.525708823, 'ijk': (10, '-', 29, '-', 20)}
{'BM': -6307619.812061013, 'ijk': (9, '-', 26, '-', 25)}
{'BM': -6310985.814299934, 'ijk': (6, '-', 12, '-', 9)}
{'BM': -6318299.948447591, 'ijk': (1, '-', 8, '-', 17)}
{'BM': -6320580.434802387, 'ijk': (3, '-', 9, '-', 23)}
{'BM': -6328962.160903034, 'ijk': (1, '-', 3, '-', 14)}
{'BM': -6333646.39339026, 'ijk': (8, '-', 25, '-', 1)}
{'BM': -6337098.063365257, 'ijk': (5, '-', 11, '-', 14)}
{'BM': -6339001.316844901, 'ijk': (2, '-', 5, '-', 14)}
{'BM': -6342392.969094282, 'ijk': (2, '-', 27, '-', 24)}
{'BM': -6346156.258987797, 'ijk': (1, '-', 11, '-', 17)}
{'BM': -6359075.357508272, 'ijk': (10, '-', 26, '-', 16)}
{'BM': -6366664.230763534, 'ijk': (1, '-', 6, '-', 17)}
{'BM': -6369010.49766698, 'ijk': (1, '-', 7, '-', 17)}
{'BM': -6369338.188270749, 'ijk': (2, '-', 25, '-', 24)}
{'BM': -6369401.300865201, 'ijk': (9, '-', 23, '-', 21)}
{'BM': -6377806.342065759, 'ijk': (1, '-', 1, '-', 5)}
{'BM': -6392052.341151958, 'ijk': (1, '-', 9, '-', 17)}
{'BM': -6393808.006436292, 'ijk': (10, '-', 23, '-', 12)}
{'BM': -6394920.931419679, 'ijk': (2, '-', 7, '-', 23)}
{'BM': -6397799.85543123, 'ijk': (7, '-', 14, '-', 9)}
{'BM': -6409388.336963352, 'ijk': (2, '-', 3, '-', 5)}
{'BM': -6415480.2404406, 'ijk': (7, '-', 18, '-', 1)}
{'BM': -6418832.468851077, 'ijk': (1, '-', 10, '-', 17)}
{'BM': -6430151.823286521, 'ijk': (1, '-', 14, '-', 17)}
{'BM': -6432793.0155081535, 'ijk': (10, '-', 20, '-', 8)}
{'BM': -6436338.632016257, 'ijk': (2, '-', 26, '-', 24)}
{'BM': -6445524.897098723, 'ijk': (1, '-', 13, '-', 17)}
{'BM': -6447041.4568369435, 'ijk': (11, '-', 26, '-', 7)}
{'BM': -6449523.323366783, 'ijk': (8, '-', 22, '-', 29)}
{'BM': -6449694.983850253, 'ijk': (6, '-', 13, '-', 14)}
{'BM': -6450321.004751279, 'ijk': (11, '-', 29, '-', 11)}
{'BM': -6450591.964111128, 'ijk': (10, '-', 19, '-', 3)}
{'BM': -6450878.57217652, 'ijk': (1, '-', 12, '-', 17)}
{'BM': -6451264.658867613, 'ijk': (9, '-', 20, '-', 17)}
{'BM': -6451910.3962073205, 'ijk': (3, '-', 7, '-', 14)}
{'BM': -6459782.881166335, 'ijk': (2, '-', 8, '-', 25)}
{'BM': -6467203.376722362, 'ijk': (11, '-', 26, '-', 2)}
{'BM': -6471713.904885635, 'ijk': (2, '-', 29, '-', 24)}
{'BM': -6482713.492116894, 'ijk': (4, '-', 9, '-', 14)}
{'BM': -6484973.3657304365, 'ijk': (3, '-', 5, '-', 5)}
{'BM': -6486229.681131805, 'ijk': (9, '-', 28, '-', 28)}
{'BM': -6501136.898417972, 'ijk': (1, '-', 18, '-', 17)}
{'BM': -6502991.640685329, 'ijk': (6, '-', 15, '-', 23)}
{'BM': -6505535.8928980995, 'ijk': (9, '-', 25, '-', 24)}
{'BM': -6506510.033648888, 'ijk': (1, '-', 15, '-', 17)}
{'BM': -6508627.439548547, 'ijk': (1, '-', 19, '-', 17)}
{'BM': -6512493.565375554, 'ijk': (9, '-', 22, '-', 20)}
{'BM': -6512580.589305336, 'ijk': (1, '-', 16, '-', 17)}
{'BM': -6512798.650317581, 'ijk': (1, '-', 17, '-', 17)}
{'BM': -6516286.365118074, 'ijk': (2, '-', 13, '-', 25)}
{'BM': -6520780.710885328, 'ijk': (2, '-', 16, '-', 25)}
{'BM': -6537429.951863216, 'ijk': (4, '-', 7, '-', 5)}
{'BM': -6552000.010266341, 'ijk': (2, '-', 9, '-', 25)}
{'BM': -6554214.203431623, 'ijk': (8, '-', 16, '-', 9)}
{'BM': -6563340.803096637, 'ijk': (2, '-', 6, '-', 19)}
{'BM': -6564316.86469293, 'ijk': (1, '-', 23, '-', 17)}
{'BM': -6575956.412596136, 'ijk': (4, '-', 10, '-', 19)}
{'BM': -6582489.089446869, 'ijk': (5, '-', 9, '-', 5)}
{'BM': -6584762.8895881055, 'ijk': (6, '-', 11, '-', 5)}
{'BM': -6593190.3319793, 'ijk': (4, '-', 12, '-', 28)}
{'BM': -6596096.8903710265, 'ijk': (1, '-', 21, '-', 17)}
{'BM': -6596841.550206468, 'ijk': (10, '-', 28, '-', 19)}
{'BM': -6598171.880431199, 'ijk': (10, '-', 22, '-', 11)}
{'BM': -6608335.453203215, 'ijk': (11, '-', 28, '-', 10)}
{'BM': -6612068.000922617, 'ijk': (2, '-', 12, '-', 25)}
{'BM': -6613812.861751436, 'ijk': (1, '-', 20, '-', 17)}
{'BM': -6616091.253363058, 'ijk': (8, '-', 21, '-', 28)}
{'BM': -6619708.995403411, 'ijk': (10, '-', 25, '-', 15)}
{'BM': -6622887.973085103, 'ijk': (7, '-', 13, '-', 5)}
{'BM': -6627271.819941102, 'ijk': (1, '-', 22, '-', 17)}
{'BM': -6627636.797972133, 'ijk': (2, '-', 15, '-', 25)}
{'BM': -6633327.416206449, 'ijk': (1, '-', 24, '-', 17)}
{'BM': -6633354.540371732, 'ijk': (2, '-', 11, '-', 25)}
{'BM': -6638188.637739069, 'ijk': (11, '-', 23, '-', 3)}
{'BM': -6640512.488484313, 'ijk': (5, '-', 13, '-', 23)}
{'BM': -6642143.160785035, 'ijk': (1, '-', 2, '-', 10)}
{'BM': -6649329.199075256, 'ijk': (2, '-', 10, '-', 25)}
{'BM': -6657230.356000765, 'ijk': (7, '-', 18, '-', 28)}
{'BM': -6659923.14255242, 'ijk': (9, '-', 27, '-', 27)}
{'BM': -6661733.390666429, 'ijk': (8, '-', 17, '-', 14)}
{'BM': -6664994.290405897, 'ijk': (3, '-', 10, '-', 28)}
{'BM': -6665035.007863427, 'ijk': (8, '-', 15, '-', 5)}
{'BM': -6668119.267660525, 'ijk': (5, '-', 14, '-', 28)}
{'BM': -6670230.774009167, 'ijk': (1, '-', 28, '-', 17)}
{'BM': -6675681.664452771, 'ijk': (11, '-', 25, '-', 6)}
{'BM': -6685719.277540479, 'ijk': (3, '-', 8, '-', 19)}
{'BM': -6696030.615132987, 'ijk': (6, '-', 12, '-', 10)}
{'BM': -6697829.741411491, 'ijk': (2, '-', 21, '-', 25)}
{'BM': -6698444.15921078, 'ijk': (4, '-', 8, '-', 10)}
{'BM': -6704346.887108971, 'ijk': (1, '-', 25, '-', 17)}
{'BM': -6704480.382598707, 'ijk': (2, '-', 17, '-', 25)}
{'BM': -6704683.7638330795, 'ijk': (5, '-', 10, '-', 10)}
{'BM': -6707971.346513474, 'ijk': (2, '-', 14, '-', 25)}
{'BM': -6712198.452648497, 'ijk': (1, '-', 26, '-', 17)}
{'BM': -6712440.543390202, 'ijk': (10, '-', 27, '-', 18)}
{'BM': -6720635.2345618075, 'ijk': (9, '-', 17, '-', 5)}
{'BM': -6721374.146420154, 'ijk': (1, '-', 27, '-', 17)}
{'BM': -6729799.4170945175, 'ijk': (9, '-', 24, '-', 23)}
{'BM': -6738646.367737442, 'ijk': (9, '-', 18, '-', 10)}
{'BM': -6740083.825965362, 'ijk': (2, '-', 4, '-', 10)}
{'BM': -6740747.21889482, 'ijk': (7, '-', 15, '-', 14)}
{'BM': -6743690.995930426, 'ijk': (3, '-', 6, '-', 10)}
{'BM': -6750697.058005999, 'ijk': (10, '-', 21, '-', 10)}
{'BM': -6752978.001875168, 'ijk': (2, '-', 2, '-', 1)}
{'BM': -6754581.015979996, 'ijk': (9, '-', 19, '-', 14)}
{'BM': -6754925.953174478, 'ijk': (2, '-', 20, '-', 25)}
{'BM': -6756925.588390125, 'ijk': (9, '-', 26, '-', 26)}
{'BM': -6770997.223405154, 'ijk': (2, '-', 18, '-', 25)}
{'BM': -6771635.207544929, 'ijk': (3, '-', 4, '-', 1)}
{'BM': -6773895.105167878, 'ijk': (11, '-', 27, '-', 9)}
{'BM': -6778935.940198771, 'ijk': (2, '-', 24, '-', 25)}
{'BM': -6784878.604405317, 'ijk': (4, '-', 6, '-', 1)}
{'BM': -6788904.58167646, 'ijk': (1, '-', 29, '-', 17)}
{'BM': -6796466.734566575, 'ijk': (2, '-', 19, '-', 25)}
{'BM': -6797717.876770297, 'ijk': (10, '-', 24, '-', 14)}
{'BM': -6810830.464669298, 'ijk': (7, '-', 14, '-', 10)}
{'BM': -6823534.677471805, 'ijk': (8, '-', 18, '-', 19)}
{'BM': -6828240.395885805, 'ijk': (10, '-', 29, '-', 21)}
{'BM': -6829617.442486887, 'ijk': (9, '-', 23, '-', 22)}
{'BM': -6831787.3858672185, 'ijk': (2, '-', 29, '-', 25)}
{'BM': -6837987.7369117625, 'ijk': (5, '-', 13, '-', 24)}
{'BM': -6841336.817435204, 'ijk': (9, '-', 21, '-', 19)}
{'BM': -6851579.53267266, 'ijk': (6, '-', 16, '-', 28)}
{'BM': -6853171.088344405, 'ijk': (2, '-', 7, '-', 24)}
{'BM': -6853942.6794886915, 'ijk': (2, '-', 22, '-', 25)}
{'BM': -6857947.910752527, 'ijk': (8, '-', 20, '-', 27)}
{'BM': -6863050.837119607, 'ijk': (5, '-', 12, '-', 19)}
{'BM': -6872399.189715803, 'ijk': (8, '-', 19, '-', 23)}
{'BM': -6884076.34601454, 'ijk': (1, '-', 5, '-', 18)}
{'BM': -6884601.934555622, 'ijk': (1, '-', 4, '-', 18)}
{'BM': -6889927.0835521035, 'ijk': (2, '-', 23, '-', 25)}
{'BM': -6890445.609409748, 'ijk': (2, '-', 28, '-', 25)}
{'BM': -6891371.7660090495, 'ijk': (11, '-', 24, '-', 5)}
{'BM': -6892900.092666951, 'ijk': (8, '-', 16, '-', 10)}
{'BM': -6899904.874955585, 'ijk': (1, '-', 3, '-', 15)}
{'BM': -6904950.7003778005, 'ijk': (10, '-', 19, '-', 4)}
{'BM': -6905575.068617316, 'ijk': (3, '-', 7, '-', 15)}
{'BM': -6914923.854717384, 'ijk': (9, '-', 20, '-', 18)}
{'BM': -6926724.932213403, 'ijk': (10, '-', 26, '-', 17)}
{'BM': -6928122.82127735, 'ijk': (2, '-', 27, '-', 25)}
{'BM': -6931938.121723578, 'ijk': (10, '-', 19, '-', 5)}
{'BM': -6933249.668427082, 'ijk': (2, '-', 26, '-', 25)}
{'BM': -6933734.095096451, 'ijk': (1, '-', 7, '-', 18)}
{'BM': -6936360.654959547, 'ijk': (1, '-', 6, '-', 18)}
{'BM': -6939858.146187265, 'ijk': (10, '-', 23, '-', 13)}
{'BM': -6941369.93958061, 'ijk': (1, '-', 9, '-', 18)}
{'BM': -6943922.894972942, 'ijk': (4, '-', 9, '-', 15)}
{'BM': -6946907.47279866, 'ijk': (4, '-', 11, '-', 24)}
{'BM': -6953394.036769278, 'ijk': (2, '-', 25, '-', 25)}
{'BM': -6955937.388886868, 'ijk': (6, '-', 14, '-', 19)}
{'BM': -6960395.905803299, 'ijk': (7, '-', 16, '-', 19)}
{'BM': -6961186.992118613, 'ijk': (1, '-', 1, '-', 6)}
{'BM': -6971318.8994788, 'ijk': (1, '-', 8, '-', 18)}
{'BM': -6973921.289080947, 'ijk': (11, '-', 29, '-', 12)}
{'BM': -6975265.107510917, 'ijk': (9, '-', 22, '-', 21)}
{'BM': -6983057.6393126305, 'ijk': (2, '-', 5, '-', 15)}
{'BM': -6989109.32797515, 'ijk': (8, '-', 24, '-', 1)}
{'BM': -6991632.276865525, 'ijk': (1, '-', 10, '-', 18)}
{'BM': -7006532.405910877, 'ijk': (10, '-', 20, '-', 9)}
{'BM': -7016117.44621654, 'ijk': (1, '-', 12, '-', 18)}
{'BM': -7019948.886904849, 'ijk': (5, '-', 8, '-', 1)}
{'BM': -7021334.537610423, 'ijk': (1, '-', 13, '-', 18)}
{'BM': -7021460.956125201, 'ijk': (3, '-', 9, '-', 24)}
{'BM': -7023700.272364887, 'ijk': (1, '-', 11, '-', 18)}
{'BM': -7027299.989061983, 'ijk': (4, '-', 7, '-', 6)}
{'BM': -7029979.298156421, 'ijk': (8, '-', 17, '-', 15)}
{'BM': -7040725.211178994, 'ijk': (2, '-', 3, '-', 6)}
{'BM': -7054433.652843299, 'ijk': (9, '-', 28, '-', 29)}
{'BM': -7055249.095868654, 'ijk': (6, '-', 13, '-', 15)}
{'BM': -7058363.28387755, 'ijk': (12, '-', 29, '-', 3)}
{'BM': -7063221.3013551915, 'ijk': (5, '-', 9, '-', 6)}
{'BM': -7068850.126018802, 'ijk': (1, '-', 14, '-', 18)}
{'BM': -7075597.21133496, 'ijk': (11, '-', 26, '-', 8)}
{'BM': -7076420.59036984, 'ijk': (11, '-', 23, '-', 4)}
{'BM': -7090016.381410544, 'ijk': (1, '-', 15, '-', 18)}
{'BM': -7090364.843956167, 'ijk': (8, '-', 15, '-', 6)}
{'BM': -7105827.023186175, 'ijk': (3, '-', 5, '-', 6)}
{'BM': -7117337.96184985, 'ijk': (5, '-', 11, '-', 15)}
{'BM': -7127861.158483291, 'ijk': (1, '-', 20, '-', 18)}
{'BM': -7128155.951974852, 'ijk': (10, '-', 20, '-', 2)}
{'BM': -7129111.109621835, 'ijk': (1, '-', 18, '-', 18)}
{'BM': -7134694.263884887, 'ijk': (9, '-', 25, '-', 25)}
{'BM': -7138193.36977049, 'ijk': (2, '-', 11, '-', 26)}
{'BM': -7138723.759069186, 'ijk': (1, '-', 16, '-', 18)}
{'BM': -7140119.42418775, 'ijk': (6, '-', 15, '-', 24)}
{'BM': -7152544.250944451, 'ijk': (1, '-', 19, '-', 18)}
{'BM': -7163764.096673937, 'ijk': (10, '-', 22, '-', 12)}
{'BM': -7170810.6775131775, 'ijk': (6, '-', 16, '-', 29)}
{'BM': -7175971.203511771, 'ijk': (10, '-', 25, '-', 16)}
{'BM': -7182581.797883082, 'ijk': (10, '-', 28, '-', 20)}
{'BM': -7183365.609857548, 'ijk': (5, '-', 14, '-', 29)}
{'BM': -7187942.882321999, 'ijk': (7, '-', 17, '-', 24)}
{'BM': -7195457.321058961, 'ijk': (1, '-', 21, '-', 18)}
{'BM': -7196151.977491623, 'ijk': (1, '-', 17, '-', 18)}
{'BM': -7197420.491571584, 'ijk': (9, '-', 27, '-', 28)}
{'BM': -7199699.990727178, 'ijk': (2, '-', 6, '-', 20)}
{'BM': -7200142.523407836, 'ijk': (1, '-', 22, '-', 18)}
{'BM': -7221687.714811436, 'ijk': (8, '-', 21, '-', 29)}
{'BM': -7234465.747145856, 'ijk': (2, '-', 8, '-', 26)}
{'BM': -7236616.065316542, 'ijk': (11, '-', 28, '-', 11)}
{'BM': -7239779.487135517, 'ijk': (1, '-', 2, '-', 11)}
{'BM': -7246115.585153592, 'ijk': (6, '-', 11, '-', 6)}
{'BM': -7249347.982410766, 'ijk': (1, '-', 25, '-', 18)}
{'BM': -7253577.2548622275, 'ijk': (11, '-', 25, '-', 7)}
{'BM': -7255709.762545346, 'ijk': (3, '-', 10, '-', 29)}
{'BM': -7257033.701871101, 'ijk': (2, '-', 12, '-', 26)}
{'BM': -7257782.677088884, 'ijk': (4, '-', 10, '-', 20)}
{'BM': -7263318.739455341, 'ijk': (2, '-', 10, '-', 26)}
{'BM': -7266618.270374635, 'ijk': (1, '-', 23, '-', 18)}
{'BM': -7272088.530939235, 'ijk': (2, '-', 9, '-', 26)}
{'BM': -7273414.687270587, 'ijk': (3, '-', 8, '-', 20)}
{'BM': -7274087.300630564, 'ijk': (2, '-', 4, '-', 11)}
{'BM': -7277080.987996779, 'ijk': (6, '-', 12, '-', 11)}
{'BM': -7278628.131705637, 'ijk': (4, '-', 12, '-', 29)}
{'BM': -7279552.1496545505, 'ijk': (7, '-', 13, '-', 6)}
{'BM': -7282780.373262852, 'ijk': (1, '-', 24, '-', 18)}
{'BM': -7282926.986431831, 'ijk': (7, '-', 18, '-', 29)}
{'BM': -7286118.172100097, 'ijk': (1, '-', 29, '-', 18)}
{'BM': -7291553.235147334, 'ijk': (7, '-', 16, '-', 20)}
{'BM': -7293722.095286057, 'ijk': (1, '-', 27, '-', 18)}
{'BM': -7294026.103051033, 'ijk': (1, '-', 26, '-', 18)}
{'BM': -7301182.397317767, 'ijk': (5, '-', 12, '-', 20)}
{'BM': -7302554.1273541935, 'ijk': (2, '-', 14, '-', 26)}
{'BM': -7305606.570581219, 'ijk': (7, '-', 17, '-', 1)}
{'BM': -7308355.815524703, 'ijk': (9, '-', 21, '-', 20)}
{'BM': -7309044.445275356, 'ijk': (2, '-', 15, '-', 26)}
{'BM': -7309896.830002321, 'ijk': (2, '-', 19, '-', 26)}
{'BM': -7311248.662121663, 'ijk': (2, '-', 16, '-', 26)}
{'BM': -7312097.525141657, 'ijk': (2, '-', 18, '-', 26)}
{'BM': -7312285.031855176, 'ijk': (1, '-', 28, '-', 18)}
{'BM': -7316548.166946315, 'ijk': (10, '-', 27, '-', 19)}
{'BM': -7327082.425641671, 'ijk': (2, '-', 2, '-', 2)}
{'BM': -7327893.182672387, 'ijk': (5, '-', 8, '-', 2)}
{'BM': -7329607.308820165, 'ijk': (4, '-', 8, '-', 11)}
{'BM': -7330461.513135017, 'ijk': (8, '-', 19, '-', 24)}
{'BM': -7334054.352221353, 'ijk': (2, '-', 13, '-', 26)}
{'BM': -7356077.859970276, 'ijk': (2, '-', 21, '-', 26)}
{'BM': -7360617.555377996, 'ijk': (6, '-', 11, '-', 1)}
{'BM': -7367182.016683302, 'ijk': (10, '-', 21, '-', 11)}
{'BM': -7377452.460257803, 'ijk': (3, '-', 6, '-', 11)}
{'BM': -7378859.594690381, 'ijk': (4, '-', 6, '-', 2)}
{'BM': -7380976.036398151, 'ijk': (6, '-', 14, '-', 20)}
{'BM': -7381161.072639065, 'ijk': (5, '-', 10, '-', 11)}
{'BM': -7387540.940598585, 'ijk': (9, '-', 17, '-', 6)}
{'BM': -7387624.570163529, 'ijk': (3, '-', 4, '-', 2)}
{'BM': -7390622.673356301, 'ijk': (9, '-', 26, '-', 27)}
{'BM': -7392401.192786244, 'ijk': (2, '-', 20, '-', 26)}
{'BM': -7398315.007281386, 'ijk': (10, '-', 19, '-', 6)}
{'BM': -7400277.21247054, 'ijk': (2, '-', 25, '-', 26)}
{'BM': -7402538.2963906145, 'ijk': (8, '-', 18, '-', 20)}
{'BM': -7408029.118577345, 'ijk': (2, '-', 17, '-', 26)}
{'BM': -7410751.400329007, 'ijk': (10, '-', 24, '-', 15)}
{'BM': -7414741.700297468, 'ijk': (6, '-', 10, '-', 2)}
{'BM': -7423903.734963171, 'ijk': (2, '-', 26, '-', 26)}
{'BM': -7432866.338398648, 'ijk': (7, '-', 15, '-', 15)}
{'BM': -7448116.784611733, 'ijk': (9, '-', 24, '-', 24)}
{'BM': -7451346.161241331, 'ijk': (9, '-', 19, '-', 15)}
{'BM': -7458071.812772369, 'ijk': (7, '-', 14, '-', 11)}
{'BM': -7461271.10595219, 'ijk': (4, '-', 11, '-', 25)}
{'BM': -7461690.140205496, 'ijk': (8, '-', 20, '-', 28)}
{'BM': -7479460.559239177, 'ijk': (3, '-', 9, '-', 25)}
{'BM': -7481381.839873234, 'ijk': (9, '-', 20, '-', 19)}
{'BM': -7481867.078496944, 'ijk': (1, '-', 5, '-', 19)}
{'BM': -7483381.792562825, 'ijk': (11, '-', 27, '-', 10)}
{'BM': -7487619.353325628, 'ijk': (2, '-', 23, '-', 26)}
{'BM': -7491848.135751025, 'ijk': (1, '-', 4, '-', 19)}
{'BM': -7493821.269376846, 'ijk': (2, '-', 24, '-', 26)}
{'BM': -7494983.223038284, 'ijk': (8, '-', 16, '-', 11)}
{'BM': -7510178.821894954, 'ijk': (2, '-', 27, '-', 26)}
{'BM': -7511168.3767579645, 'ijk': (9, '-', 18, '-', 11)}
{'BM': -7523516.615701024, 'ijk': (1, '-', 3, '-', 16)}
{'BM': -7526331.14711729, 'ijk': (5, '-', 13, '-', 25)}
{'BM': -7529402.034935713, 'ijk': (1, '-', 8, '-', 19)}
{'BM': -7532235.726852233, 'ijk': (1, '-', 6, '-', 19)}
{'BM': -7536338.695904725, 'ijk': (10, '-', 26, '-', 18)}
{'BM': -7539281.458215208, 'ijk': (2, '-', 29, '-', 26)}
{'BM': -7539335.693985973, 'ijk': (2, '-', 28, '-', 26)}
{'BM': -7542089.346743324, 'ijk': (8, '-', 17, '-', 16)}
{'BM': -7546111.439925518, 'ijk': (2, '-', 22, '-', 26)}
{'BM': -7550525.889401135, 'ijk': (6, '-', 15, '-', 25)}
{'BM': -7556907.286018066, 'ijk': (9, '-', 23, '-', 23)}
{'BM': -7558192.157832944, 'ijk': (1, '-', 9, '-', 19)}
{'BM': -7560187.686897655, 'ijk': (11, '-', 25, '-', 2)}
{'BM': -7562174.866009703, 'ijk': (1, '-', 7, '-', 19)}
{'BM': -7564452.844163671, 'ijk': (1, '-', 1, '-', 7)}
{'BM': -7565232.013878405, 'ijk': (11, '-', 24, '-', 6)}
{'BM': -7565598.22580684, 'ijk': (2, '-', 7, '-', 25)}
{'BM': -7593322.246112435, 'ijk': (8, '-', 14, '-', 2)}
{'BM': -7596980.684637938, 'ijk': (2, '-', 3, '-', 7)}
{'BM': -7597601.80545858, 'ijk': (6, '-', 13, '-', 16)}
{'BM': -7599814.86239573, 'ijk': (3, '-', 7, '-', 16)}
{'BM': -7605319.0034770565, 'ijk': (3, '-', 5, '-', 7)}
{'BM': -7608343.825084144, 'ijk': (10, '-', 23, '-', 14)}
{'BM': -7615349.514346847, 'ijk': (2, '-', 5, '-', 16)}
{'BM': -7615847.318029386, 'ijk': (1, '-', 10, '-', 19)}
{'BM': -7617265.5826279, 'ijk': (4, '-', 9, '-', 16)}
{'BM': -7619680.29871779, 'ijk': (1, '-', 11, '-', 19)}
{'BM': -7628420.100266528, 'ijk': (11, '-', 23, '-', 5)}
{'BM': -7629677.116541369, 'ijk': (7, '-', 13, '-', 7)}
{'BM': -7632945.355467166, 'ijk': (1, '-', 12, '-', 19)}
{'BM': -7633931.943516298, 'ijk': (1, '-', 13, '-', 19)}
{'BM': -7643840.099063559, 'ijk': (7, '-', 12, '-', 2)}
{'BM': -7649109.300452159, 'ijk': (10, '-', 29, '-', 22)}
{'BM': -7658833.560751653, 'ijk': (1, '-', 16, '-', 19)}
{'BM': -7673951.256128525, 'ijk': (6, '-', 11, '-', 7)}
{'BM': -7683295.373294857, 'ijk': (7, '-', 17, '-', 25)}
{'BM': -7688292.220158362, 'ijk': (1, '-', 15, '-', 19)}
{'BM': -7690342.658253787, 'ijk': (11, '-', 29, '-', 13)}
{'BM': -7692309.593497734, 'ijk': (10, '-', 20, '-', 10)}
{'BM': -7707521.849827834, 'ijk': (5, '-', 11, '-', 16)}
{'BM': -7720295.642271007, 'ijk': (5, '-', 9, '-', 7)}
{'BM': -7720438.492711735, 'ijk': (1, '-', 14, '-', 19)}
{'BM': -7724775.442975176, 'ijk': (1, '-', 17, '-', 19)}
{'BM': -7727268.810253007, 'ijk': (10, '-', 28, '-', 21)}
{'BM': -7731318.310404473, 'ijk': (11, '-', 26, '-', 9)}
{'BM': -7735438.73650108, 'ijk': (1, '-', 21, '-', 19)}
{'BM': -7736889.761516042, 'ijk': (9, '-', 22, '-', 22)}
{'BM': -7758667.635831046, 'ijk': (1, '-', 19, '-', 19)}
{'BM': -7764558.1890197685, 'ijk': (4, '-', 7, '-', 7)}
{'BM': -7771886.031614496, 'ijk': (7, '-', 15, '-', 16)}
{'BM': -7773523.501118941, 'ijk': (9, '-', 27, '-', 29)}
{'BM': -7774688.097792738, 'ijk': (5, '-', 12, '-', 21)}
{'BM': -7779464.376701443, 'ijk': (1, '-', 20, '-', 19)}
{'BM': -7780320.457864077, 'ijk': (10, '-', 22, '-', 13)}
{'BM': -7781591.033037448, 'ijk': (2, '-', 11, '-', 27)}
{'BM': -7786691.140446366, 'ijk': (2, '-', 6, '-', 21)}
{'BM': -7788718.6332754465, 'ijk': (1, '-', 25, '-', 19)}
{'BM': -7792534.532539138, 'ijk': (1, '-', 18, '-', 19)}
{'BM': -7792973.024168507, 'ijk': (9, '-', 19, '-', 16)}
{'BM': -7799051.491571462, 'ijk': (4, '-', 10, '-', 21)}
{'BM': -7805274.697496337, 'ijk': (10, '-', 25, '-', 17)}
{'BM': -7813624.619486746, 'ijk': (1, '-', 2, '-', 12)}
{'BM': -7826704.703668544, 'ijk': (9, '-', 25, '-', 26)}
{'BM': -7839130.050112257, 'ijk': (12, '-', 29, '-', 4)}
{'BM': -7841192.331442123, 'ijk': (3, '-', 8, '-', 21)}
{'BM': -7846850.21502323, 'ijk': (2, '-', 9, '-', 27)}
{'BM': -7849733.527922742, 'ijk': (1, '-', 23, '-', 19)}
{'BM': -7851638.4975385275, 'ijk': (1, '-', 26, '-', 19)}
{'BM': -7853323.541621675, 'ijk': (1, '-', 22, '-', 19)}
{'BM': -7854074.809588685, 'ijk': (11, '-', 22, '-', 3)}
{'BM': -7871704.968900296, 'ijk': (7, '-', 16, '-', 21)}
{'BM': -7872216.405103713, 'ijk': (2, '-', 18, '-', 27)}
{'BM': -7873860.404260973, 'ijk': (2, '-', 8, '-', 27)}
{'BM': -7873907.810647884, 'ijk': (1, '-', 24, '-', 19)}
{'BM': -7876073.598806332, 'ijk': (1, '-', 27, '-', 19)}
{'BM': -7876921.317867428, 'ijk': (2, '-', 13, '-', 27)}
{'BM': -7877087.551436588, 'ijk': (2, '-', 14, '-', 27)}
{'BM': -7878121.347738029, 'ijk': (11, '-', 28, '-', 12)}
{'BM': -7881259.455693443, 'ijk': (8, '-', 23, '-', 1)}
{'BM': -7888476.183155808, 'ijk': (2, '-', 4, '-', 12)}
